index,id,group_id,phase_id,block_id,trial,choose_model,choose_speed,time,good_trial
5164,s348,3,2,3,14,0,3,7.475,1
5165,s348,3,2,3,15,0,3,8.77,1
5166,s348,3,2,4,16,0,3,7.062,1
5167,s348,3,2,4,17,0,3,8.208,1
5168,s348,3,2,4,18,0,3,6.755,1
5169,s348,3,2,4,19,0,3,8.097,1
5170,s348,3,2,4,20,0,3,6.809,1
5171,s348,3,2,5,21,0,3,6.033,1
5172,s348,3,2,5,22,0,3,6.288,1
5173,s348,3,2,5,23,0,3,6.856,1
5174,s348,3,2,5,24,0,3,6.11,1
5175,s348,3,2,5,25,0,3,9.05,1
5176,s348,3,3,1,1,3,3,7.829,1
5177,s348,3,3,1,2,3,3,9.915,1
5178,s348,3,3,1,3,3,3,6.781,1
5179,s348,3,3,1,4,3,3,8.716,1
5180,s348,3,3,1,5,3,3,7.739,1
5181,s349,3,1,1,1,3,3,15.734,1
5182,s349,3,1,1,2,3,3,13.474,1
5183,s349,3,1,1,3,3,3,11.454,1
5184,s349,3,1,1,4,3,3,12.959,1
5185,s349,3,1,1,5,3,3,12.357,1
5186,s349,3,2,1,1,1,1,11.438,1
5187,s349,3,2,1,2,1,0,9.607,1
5188,s349,3,2,1,3,0,3,11.532,1
5189,s349,3,2,1,4,0,3,8.744,1
5190,s349,3,2,1,5,0,3,9.439,1
5191,s349,3,2,2,6,0,3,8.625,1
5192,s349,3,2,2,7,0,3,8.871,1
5193,s349,3,2,2,8,0,3,9.397,1
5194,s349,3,2,2,9,0,3,7.694,1
5195,s349,3,2,2,10,0,3,10.11,1
5196,s349,3,2,3,11,0,3,8.721,1
5197,s349,3,2,3,12,0,3,7.944,1
5198,s349,3,2,3,13,0,3,8.824,1
5199,s349,3,2,3,14,0,3,7.369,1
5200,s349,3,2,3,15,0,3,10.123,1
5201,s349,3,2,4,16,0,3,10.148,1
5202,s349,3,2,4,17,0,3,7.394,1
5203,s349,3,2,4,18,0,3,11.881,1
5204,s349,3,2,4,19,0,3,10.139,1
5205,s349,3,2,4,20,0,3,7.136,1
5206,s349,3,2,5,21,0,3,9.195,1
5207,s349,3,2,5,22,0,3,13.906,1
5208,s349,3,2,5,23,0,3,10.56,1
5209,s349,3,2,5,24,0,3,6.483,1
5210,s349,3,2,5,25,0,3,6.962,1
5211,s349,3,3,1,1,3,3,9.062,1
5212,s349,3,3,1,2,3,3,10.581,1
5213,s349,3,3,1,3,3,3,13.903,1
5214,s349,3,3,1,4,3,3,11.128,1
5215,s349,3,3,1,5,3,3,13.815,1
5216,s350,3,1,1,1,3,3,11.379,1
5217,s350,3,1,1,2,3,3,18.189,1
5218,s350,3,1,1,3,3,3,16.042,1
5219,s350,3,1,1,4,3,3,12.377,1
5220,s350,3,1,1,5,3,3,12.702,1
5221,s350,3,2,1,1,1,0,13.18,1
5222,s350,3,2,1,2,1,0,9.788,1
5223,s350,3,2,1,3,0,3,12.234,1
5224,s350,3,2,1,4,0,3,10.776,1
5225,s350,3,2,1,5,1,1,11.363,1
5226,s350,3,2,2,6,1,0,16.688,1
5227,s350,3,2,2,7,0,3,9.816,1
5228,s350,3,2,2,8,0,3,8.836,1
5229,s350,3,2,2,9,1,0,8.483,1
5230,s350,3,2,2,10,0,3,9.261,1
5231,s350,3,2,3,11,0,3,9.172,1
5232,s350,3,2,3,12,0,3,9.625,1
5233,s350,3,2,3,13,0,3,9.752,1
5234,s350,3,2,3,14,1,1,8.044,1
5235,s350,3,2,3,15,0,3,9.137,1
5236,s350,3,2,4,16,0,3,8.236,1
5237,s350,3,2,4,17,1,0,8.778,1
5238,s350,3,2,4,18,0,3,9.39,1
5239,s350,3,2,4,19,1,0,8.534,1
5240,s350,3,2,4,20,1,0,8.357,1
5241,s350,3,2,5,21,0,3,8.519,1
5242,s350,3,2,5,22,0,3,7.834,1
5243,s350,3,2,5,23,0,3,7.698,1
5244,s350,3,2,5,24,1,1,7.937,1
5245,s350,3,2,5,25,,,,0
5246,s350,3,3,1,1,3,3,11.359,1
5247,s350,3,3,1,2,3,3,8.548,1
5248,s350,3,3,1,3,3,3,10.818,1
5249,s350,3,3,1,4,3,3,10.233,1
5250,s350,3,3,1,5,3,3,9.7,1
